forecast_date,linear,ridge,forecast_ensemble_median,forecast_ensemble_mean,forecast_lower_approx,forecast_upper_approx,source_file,indicator_code,indicator_name,source_title,gradient_boosting,huber,random_forest
2027-05-31,1.308401979674006,1.3195729454558298,1.3195729454558298,1.3331297488536418,1.3099588386365464,1.3291870522751132,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3584881754909521,1.3187789769807554,1.360406666666665
2027-06-30,1.307052059739538,1.3177193130316687,1.3177193130316687,1.3324206865600683,1.3079408506005665,1.3274977754627708,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.360812922821715,1.3158524705407553,1.3606666666666642
2027-07-31,1.3067918646848296,1.3167512496646863,1.3167512496646863,1.3315247938572865,1.306811148805019,1.3266913505243536,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3591908275659683,1.3141333607042844,1.3607566666666642
2027-08-31,1.3068409800205676,1.3162703757855596,1.3162703757855596,1.3314266589999995,1.30617122321298,1.3263695283581391,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3596780321063122,1.3134672404208938,1.3608766666666645
2027-09-30,1.3063361117881083,1.3157477697951334,1.3157477697951334,1.3315395802988523,1.305492031875894,1.3260035077143728,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.361293131637941,1.3134175549397478,1.3609033333333314
2027-10-31,1.3045624054785268,1.3146656921797744,1.3146656921797744,1.3308637154173744,1.3042557239832808,1.325075660376268,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3607345697926747,1.313382576302563,1.3609733333333318
2027-11-30,1.3011449907209887,1.3126563133959372,1.3127566358640934,1.3297895286162968,1.3021946892899108,1.323318582438276,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.361089703100466,1.3127566358640934,1.361299999999998
2027-12-31,1.2961494274958818,1.3096002734993113,1.3110924127165051,1.3274981119099483,1.3003806438140422,1.321804181618968,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3599151125047126,1.3110924127165051,1.3607333333333294
2028-01-31,1.2939925348730925,1.3026615772256889,1.3026615772256889,1.3236748472595101,1.2918020528068364,1.3135211016445414,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3603870510254499,1.3003697398399865,1.3609633333333322
2028-02-29,1.2875979363777796,1.2982327787840287,1.2982327787840287,1.3202621860861616,1.2872274824142103,1.309238075153847,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3591250847332144,1.2964451305357887,1.3599099999999966
2028-03-31,1.281757321450664,1.2938457124536675,1.2938457124536675,1.317267916029086,1.2826965498944696,1.3049948750128655,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3590391264784223,1.2919040864293463,1.3597933333333294
2028-04-30,1.2771855446006704,1.2900181177482397,1.2900181177482397,1.3144967756416068,1.2787269219145248,1.3013093135819547,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3580685470468519,1.2873483354789426,1.3598633333333296
2028-05-31,1.2742574761986336,1.2871178242112897,1.2871178242112897,1.3127307377794728,1.2756863596970998,1.2985492887254797,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3584881754909521,1.2833835463298235,1.360406666666665
2028-06-30,1.2729075562641656,1.2852641917871286,1.2852641917871286,1.3120216754858993,1.27369415900744,1.2968342245668172,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.360812922821715,1.2804570398898234,1.3606666666666642
2028-07-31,1.272647361209457,1.2842961284201462,1.2842961284201462,1.3111257827831175,1.2725891674094079,1.2960030894308845,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3591908275659683,1.2787379300533528,1.3607566666666642
2028-08-31,1.2726964765451951,1.2838152545410195,1.2838152545410195,1.3110276479258307,1.2719729484441973,1.2956575606378418,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3596780321063122,1.2780718097699622,1.3608766666666645
2028-09-30,1.272191608312736,1.2832926485505936,1.2832926485505936,1.3111405692246838,1.2713165268380058,1.2952687702631813,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.361293131637941,1.2780221242888161,1.3609033333333314
2028-10-31,1.2704179020031545,1.2822105709352345,1.2822105709352345,1.3104647043432052,1.270102112368654,1.294319029501815,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3607345697926747,1.2779871456516312,1.3609733333333318
2028-11-30,1.2670004872456164,1.2802011921513974,1.2802011921513974,1.309390517542128,1.2679618275256304,1.2924405567771644,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.361089703100466,1.2773612052131615,1.361299999999998
2028-12-31,1.2620049240205093,1.2771451522547714,1.2771451522547714,1.3070991008357793,1.2647762669361033,1.2895140375734395,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3599151125047126,1.2756969820655732,1.3607333333333294
2029-01-31,1.25984803139772,1.270206455981149,1.270206455981149,1.3032758361853412,1.257709392261609,1.282703519700689,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3603870510254499,1.2649743091890546,1.3609633333333322
2029-02-28,1.2534534329024072,1.2657776575394886,1.2657776575394886,1.2998631750119929,1.253153716823764,1.278401598255213,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3591250847332144,1.2610496998848568,1.3599099999999966
2029-03-31,1.2476128179752914,1.2613905912091277,1.2613905912091277,1.296868904954917,1.2486410360491227,1.2741401463691326,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3590391264784223,1.2565086557784144,1.3597933333333294
2029-04-30,1.2430410411252981,1.2575629965036996,1.2575629965036996,1.294097764567438,1.244689052494116,1.2704369405132832,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3580685470468519,1.2519529048280107,1.3598633333333296
2029-05-31,1.2401129727232614,1.2546627029667499,1.2546627029667499,1.292331726705304,1.2416655605136653,1.2676598454198345,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3584881754909521,1.2479881156788917,1.360406666666665
2029-06-30,1.2387630527887934,1.2528090705425887,1.2528090705425887,1.2916226644117306,1.2396898865157653,1.2659282545694122,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.360812922821715,1.2450616092388915,1.3606666666666642
2029-07-31,1.2385028577340849,1.2518410071756063,1.2518410071756063,1.290726771708949,1.238600906454179,1.2650811078970337,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3591908275659683,1.243342499402421,1.3607566666666642
2029-08-31,1.238551973069823,1.2513601332964797,1.2513601332964797,1.290628636851662,1.2380002102167078,1.2647200563762515,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3596780321063122,1.2426763791190303,1.3608766666666645
2029-09-30,1.2380471048373636,1.2508375273060537,1.2508375273060537,1.2907415581505148,1.2373588470189743,1.2643162075931331,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.361293131637941,1.2426266936378842,1.3609033333333314
2029-10-31,1.236273398527782,1.2497554496906944,1.2497554496906944,1.2900656932690364,1.23615904943676,1.2633518499446288,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3607345697926747,1.2425917150006993,1.3609733333333318
2029-11-30,1.232855983770244,1.2477460709068573,1.2477460709068573,1.2889915064679591,1.2340329612139733,1.2614591805997413,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.361089703100466,1.24196577456223,1.361299999999998
2029-12-31,1.227860420545137,1.2446900310102313,1.2446900310102313,1.2867000897616103,1.2308611968210108,1.2585188651994519,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3599151125047126,1.2403015514146414,1.3607333333333294
2030-01-31,1.2257035279223478,1.237751334736609,1.237751334736609,1.2828768251111722,1.2238077364701343,1.2516949330030835,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3603870510254499,1.2295788785381228,1.3609633333333322
2030-02-28,1.219308929427035,1.2333225362949487,1.2333225362949487,1.2794641639378237,1.2192651108478507,1.2473799617420467,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3591250847332144,1.225654269233925,1.3599099999999966
2030-03-31,1.2134683144999192,1.2289354699645876,1.2289354699645876,1.2764698938807482,1.2147651316558314,1.2431058082733437,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3590391264784223,1.2211132251274825,1.3597933333333294
2030-04-30,1.2088965376499257,1.2251078752591598,1.2251078752591598,1.273698753493269,1.2108255167225426,1.239390233795777,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3580685470468519,1.2165574741770788,1.3598633333333296
2030-05-31,1.205968469247889,1.2222075817222098,1.2222075817222098,1.271932715631135,1.2078140747502322,1.2366010886941874,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3584881754909521,1.2125926850279598,1.360406666666665
2030-06-30,1.204618549313421,1.2203539492980489,1.2203539492980489,1.271223653337562,1.2058501456405166,1.234857752955581,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.360812922821715,1.2096661785879599,1.3606666666666642
2030-07-31,1.2043583542587126,1.2193858859310664,1.2193858859310664,1.27032776063478,1.2047726180514944,1.2339991538106385,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3591908275659683,1.207947068751489,1.3607566666666642
2030-08-31,1.2044074695944504,1.2189050120519396,1.2189050120519396,1.270229625777493,1.2041830938445859,1.2336269302592933,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3596780321063122,1.2072809484680984,1.3608766666666645
2030-09-30,1.2039026013619913,1.2183824060615136,1.2183824060615136,1.2703425470763459,1.2035526335316367,1.2332121785913905,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.361293131637941,1.2072312629869524,1.3609033333333314
2030-10-31,1.2021288950524098,1.2173003284461545,1.2173003284461545,1.2696666821948677,1.2023634803558854,1.2322371765364237,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3607345697926747,1.2071962843497674,1.3609733333333318
2030-11-30,1.1987114802948717,1.2152909496623174,1.2152909496623174,1.2685924953937904,1.2002477881443498,1.230334111180285,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.361089703100466,1.206570343911298,1.361299999999998
2030-12-31,1.1937159170697647,1.2122349097656915,1.2122349097656915,1.2663010786874416,1.197086180906822,1.227383638624561,data (21).xls,2.14.Я.2,Суммарный коэффициент рождаемости (Я1),Суммарный коэффициент рождаемости (Я1),1.3599151125047126,1.2049061207637095,1.3607333333333294
2026-04-30,0.35409211128094803,0.3573141434914399,0.3573141434914399,0.35689769060832044,0.3553560302283315,0.3592722567545483,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.3580826613422922,0.35582620359358885,0.35917333333333284
2026-05-31,0.3527875507992695,0.35604367245745466,0.35604367245745466,0.35611125388514814,0.35402529550477496,0.35806204941013436,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.35820374161191,0.35433130455710676,0.3591899999999998
2026-06-30,0.3517957390310835,0.35491549487029606,0.35491549487029606,0.3557726192712024,0.3528386021202832,0.35699238762030894,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.35941128292566776,0.3530005795289648,0.35973999999999967
2026-07-31,0.35102826384671904,0.35394546431943075,0.35394546431943075,0.3553624911713367,0.3518116598609567,0.3560792687779048,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.35961891171449506,0.3518631493093724,0.3603566666666664
2026-08-31,0.3503366023100369,0.35310705902366546,0.35310705902366546,0.3548624495784436,0.3509178218416883,0.3552962962056426,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.35961891171449506,0.35089634151068727,0.3603533333333331
2026-09-30,0.3495519172792264,0.35233848832099907,0.35233848832099907,0.35465608590320363,0.3500951877591263,0.35458178888287184,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.3609215916437519,0.35003176560537413,0.3604366666666665
2026-10-31,0.34853029718260564,0.35155924942660605,0.35155924942660605,0.35389868770997757,0.34926315809940534,0.35385534075380676,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.3598669204947148,0.34917363811262814,0.36036333333333315
2026-11-30,0.3471913170080352,0.3506916980890186,0.3506916980890186,0.3533155302191728,0.34834400276066063,0.3530393934173766,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.3601068549607723,0.3482244477047045,0.36036333333333326
2026-12-31,0.3455395881199721,0.34968185330460455,0.34968185330460455,0.3523482398696142,0.3472836641280087,0.3520800424812004,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.3594853413017206,0.34711108328844087,0.3599233333333332
2027-01-31,0.3433929606840299,0.34596408258532785,0.34596408258532785,0.34970049174728046,0.34351644100644235,0.34841172416421334,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.3574352637486299,0.3439101517184146,0.3578000000000001
2027-02-28,0.341441081564463,0.34466446550952046,0.34466446550952046,0.34860681194088394,0.34216835107491683,0.3471605799441241,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.3570123092244095,0.3424328700726941,0.3574833333333329
2027-03-31,0.33958222593902443,0.34329501384061406,0.34329501384061406,0.34766996342703044,0.3407513500966054,0.3458386775846227,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.3570058874885792,0.34085335653360155,0.3576133333333329
2027-04-30,0.33796030537939614,0.3419362303634344,0.3419362303634344,0.3467137611468476,0.3393458899968934,0.3445265707299754,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.35679487540946625,0.3392673945819419,0.35760999999999954
2027-05-31,0.33665574489771755,0.34066575932944915,0.34066575932944915,0.34596304571471775,0.3380295686712305,0.3433019499876678,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.3569778954676291,0.3377724955454598,0.3577433333333332
2027-06-30,0.33566393312953163,0.3395375817422905,0.3395375817422905,0.3456217444341053,0.3368563247314042,0.34221883875317677,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.358185436781387,0.33644177051731783,0.35827999999999977
2027-07-31,0.3348964579451671,0.33856755119142523,0.33856755119142523,0.345220949667573,0.3358419728802453,0.34129312950260515,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.3583930655702143,0.33530434029772543,0.35894333333333306
2027-08-31,0.334204796408485,0.33772914589565994,0.33772914589565994,0.3447209080746799,0.3349599555623094,0.3404983362290105,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.3583930655702143,0.3343375324990403,0.35893999999999976
2027-09-30,0.33342011137767447,0.33696057519299355,0.33696057519299355,0.34449842940638464,0.33414844911575775,0.33977270127022935,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.3596651705341949,0.33347295659372717,0.35897333333333314
2027-10-31,0.33239849128105375,0.33618133629860053,0.33618133629860053,0.3437450312131586,0.33332692023813965,0.3390357523590614,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.35861049938515766,0.33261482910098117,0.3589199999999998
2027-11-30,0.3310595111064833,0.33531378496101305,0.33531378496101305,0.3431812070556871,0.3324176963887894,0.3382098735332367,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.3588504338512152,0.33166563869305754,0.3590166666666666
2027-12-31,0.32940778221842015,0.33430394017659903,0.33430394017659903,0.3422279167061286,0.33136677028193645,0.3372411100712616,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.35822892019216346,0.3305522742767939,0.3586466666666666
2028-01-31,0.32726115478247797,0.33058616945732233,0.33058616945732233,0.34008678613903964,0.3276084849605934,0.33356385395405125,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.3574352637486299,0.32735134270676763,0.3578000000000001
2028-02-29,0.32530927566291107,0.32928655238151494,0.32928655238151494,0.3389931063326431,0.3262688971768888,0.3323042075861411,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.3570123092244095,0.3258740610610471,0.3574833333333329
2028-03-31,0.32345042003747254,0.32791710071260854,0.32791710071260854,0.33805625781878956,0.32485999736042126,0.33097420406479583,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.3570058874885792,0.3242945475219546,0.3576133333333329
2028-04-30,0.3218284994778442,0.3265583172354289,0.3265583172354289,0.3371000555386068,0.32346226832142533,0.32965436614943244,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.35679487540946625,0.32270858557029486,0.35760999999999954
2028-05-31,0.32052393899616566,0.32528784620144363,0.32528784620144363,0.3363493401064769,0.32215333557778164,0.3284223568251056,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.3569778954676291,0.3212136865338128,0.3577433333333332
2028-06-30,0.31953212722797975,0.32415966861428497,0.32415966861428497,0.33600803882586444,0.32098716253520526,0.3273321746933647,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.358185436781387,0.3198829615056708,0.35827999999999977
2028-07-31,0.3187646520436152,0.3231896380634197,0.3231896380634197,0.3356072440593321,0.3199795862268063,0.32639968990003315,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.3583930655702143,0.31874553128607847,0.35894333333333306
2028-08-31,0.31807299050693305,0.3223512327676544,0.3223512327676544,0.335107202466439,0.3191040692722799,0.32559839626302894,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.3583930655702143,0.3177787234873933,0.35893999999999976
2028-09-30,0.3172883054761226,0.32158266206498803,0.32158266206498803,0.3348847237981437,0.31829880629202234,0.3248665178379537,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.3596651705341949,0.31691414758208014,0.35897333333333314
2028-10-31,0.31626668537950187,0.320803423170595,0.320803423170595,0.3341313256049177,0.3174832805969112,0.3241235657442788,data (22).xls,2.14.Я.3,Суммарный коэффициент рождаемости третьих и последующих детей (Я2),Суммарный коэффициент рождаемости третьих и последующих детей (Я2),0.35861049938515766,0.31605602008933414,0.3589199999999998
